0.165876	0.110825	0.038606	0.114083	0.029322	-0.058993	-0.086858	-0.096768	0.001697	-0.040272	-0.073733	-0.012543	-0.034136	-0.128840	0.020640	0.031749	0.106737	-0.026365	0.094983	0.259365	-0.086022	-0.168241	-0.152037	-0.114680	-0.070214	0.051665	0.203162	0.769079	0.904933	0.421728	-0.427594	-0.485012	0.085796	0.083187	0.247633	0.450200	0.260496	-0.223678	-0.361101	0.125377	0.286791	0.100986	0.011036	-0.203505	-0.356877	-0.288780	-0.035158	-0.079074	-0.014019	-0.195445	-0.072499	-0.039500	-0.259341	-0.154752	-0.197874	-0.242995	-0.278258	0.048196	0.142180	-0.083023	-0.139105	-0.229585	-0.272402	-0.252404	0.103755	0.019763	-0.075252	-0.089767	-0.107124	-0.023916	-0.065548	-0.047405	-0.095093	-0.217881	-0.299076	-0.173120	-0.050843	-0.058458	-0.101302	-0.202730	0.114586	-0.139375	-0.031061	0.030453	-0.036038	-0.063018	-0.115716	-0.112578	-0.097434	-0.058954	0.009936	-0.030441	-0.058197	-0.055948	-0.028401	-0.033577	0.080092	0.052029	-0.023503	0.045998	0.055437	0.012915	0.027209	-0.059599	-0.123432	-0.032886	0.078005	0.124601	0.123476	0.044246	-0.087280	-0.025620	0.220784	0.129783	0.034384	0.013771	0.010386	0.029843	0.084833	0.163141	0.146411	0.127962	0.069202	0.046640	0.090754	0.108257	0.066518	-0.031527	0.136382	0.114013	0.209451	0.211086	0.120619	0.058904	0.091035	0.094066	0.098022	0.140256	0.153438	0.126889	0.096059	0.080688	0.003830	-0.003122	0.248785	0.221749	0.203994	0.181690	0.144175	0.120037	0.148839	0.157852	0.193521	0.164513	0.142958	0.128438	0.057816	0.031513	0.020340	-0.037163	0.331080	0.218783	0.026099	0.134968	0.164551	0.147437	0.139265	0.075328	0.062924	0.128651	0.116431	0.051421	0.057000	0.027070	0.025538	-0.006978	0.334896	0.103998	0.138908	0.199703	0.197009	0.151091	0.159731	0.119394	0.077822	0.023187	0.064238	0.027702	0.055617	0.031819	0.008309	0.037480	0.247284	0.170807	0.149754	0.232992	0.145837	0.121894	0.007865	0.043553
0.013925	-0.135624	-0.246129	-0.239609	-0.113713	-0.148108	-0.161188	-0.134303	-0.258716	-0.296822	-0.241686	-0.364938	-0.414283	-0.351638	-0.133116	-0.165080	-0.042470	-0.350257	-0.288305	-0.144002	-0.299578	-0.347518	-0.217869	-0.113100	-0.194931	-0.176699	0.062968	0.837971	0.892851	-0.179128	-0.776792	-0.625268	-0.163419	-0.103942	0.062060	0.484569	0.255587	-0.576656	-0.678687	0.009016	0.227740	-0.127369	-0.266625	-0.231812	-0.481455	-0.412836	-0.139252	-0.062931	-0.367188	-0.493790	-0.305565	-0.173840	-0.330781	-0.272594	-0.305836	-0.400756	-0.458825	-0.174891	-0.044029	-0.361409	-0.438603	-0.306650	-0.328635	-0.387662	-0.336061	-0.260394	-0.357596	-0.376501	-0.311140	-0.216490	-0.268586	-0.336844	-0.362614	-0.437858	-0.356925	-0.203390	-0.104170	-0.135524	-0.221391	-0.263765	-0.383297	-0.461996	-0.265110	-0.053182	-0.167373	-0.242321	-0.180110	-0.249710	-0.283237	-0.186483	-0.092122	-0.127044	-0.287342	-0.128594	-0.017095	0.024508	-0.238172	-0.325677	-0.343839	-0.308871	-0.119478	0.028555	-0.053909	-0.167697	-0.198911	-0.203855	-0.046260	0.014147	-0.024947	-0.126955	-0.179243	-0.166459	-0.201020	-0.220838	-0.181664	-0.167194	-0.208308	-0.206391	-0.089171	0.013283	-0.007354	-0.092012	-0.115005	-0.098927	-0.037218	0.111263	0.016493	0.019081	-0.183331	-0.237961	-0.142397	-0.012042	0.080279	0.006322	-0.032487	0.009770	-0.031054	0.014564	0.017463	-0.016257	-0.000145	0.054264	-0.011056	0.004855	-0.206218	-0.238868	-0.246234	-0.166666	-0.044827	-0.071162	-0.026944	-0.017435	-0.052251	-0.083682	-0.066169	-0.015723	-0.021575	-0.011341	0.052876	-0.069390	-0.233888	-0.240128	-0.146670	-0.076773	-0.042928	-0.089860	-0.057448	-0.008477	0.001622	-0.006398	-0.049980	-0.083453	-0.031037	0.015722	-0.032609	-0.076816	-0.149870	-0.200018	-0.144835	-0.146032	-0.025336	-0.047628	-0.062930	-0.002688	-0.027232	0.012487	-0.008065	-0.024651	-0.057231	-0.078407	-0.008712	-0.028097	-0.196506	-0.295959	-0.187157	-0.165396	-0.130457	-0.109711	0.129281	0.135437
0.162409	0.074289	0.003126	-0.069503	0.079227	0.063987	0.015068	0.119042	-0.046589	-0.123724	-0.074296	-0.070491	-0.061739	-0.124291	-0.036422	-0.016168	0.003269	-0.169157	-0.129776	-0.028575	-0.015132	-0.223619	-0.283320	-0.147316	-0.224368	-0.065688	0.052026	0.762702	0.880200	0.256080	-0.567660	-0.471889	-0.026466	-0.162503	-0.064620	0.418189	0.417363	-0.153639	-0.250640	-0.011407	0.147809	0.236193	0.012080	-0.086191	-0.375448	-0.461116	-0.172460	0.007655	-0.139362	-0.261787	-0.198033	0.022901	-0.166441	-0.044310	-0.121805	-0.285781	-0.323544	-0.174519	0.062471	-0.039172	-0.192389	-0.231689	-0.349996	-0.282470	-0.076155	-0.199570	-0.222415	-0.053181	-0.166467	-0.104250	-0.113301	-0.111866	-0.012168	-0.221595	-0.322617	-0.241483	-0.141630	-0.167665	-0.141896	-0.145501	-0.149014	-0.304592	-0.255028	0.039500	-0.068109	-0.101861	-0.152884	-0.177185	-0.112601	-0.059714	0.022242	-0.088814	-0.235775	-0.172381	-0.089662	0.021599	-0.050259	-0.107604	-0.092698	-0.098974	-0.097365	0.010183	0.002606	-0.041112	-0.046001	-0.072695	0.036997	0.080923	0.071507	-0.013439	-0.075880	-0.076752	0.006908	-0.002675	0.152161	0.055625	-0.058139	0.003963	0.108705	0.144338	0.116894	0.055998	-0.015539	0.004085	0.045075	0.109450	0.129217	0.019306	0.028862	0.019421	0.063238	0.040404	0.143881	0.117410	0.090008	0.081816	0.081155	0.137042	0.169101	0.171369	0.099052	0.073015	0.045627	0.021656	0.132623	0.062690	0.025252	-0.026062	0.030771	0.073402	0.082306	0.081019	0.095315	0.077689	0.055979	0.120186	0.078223	0.063540	0.030430	0.000086	0.056753	0.061116	0.016267	0.052044	0.034921	0.024101	0.042280	0.066600	0.079632	0.118625	0.083751	0.025924	0.023851	0.018505	0.022123	0.007597	0.038119	-0.043257	-0.019960	-0.003681	0.067839	0.045016	0.010203	0.016701	0.017152	0.001189	0.067906	0.088283	0.073542	0.029497	-0.018358	-0.020626	0.068019	0.043558	0.019151	0.074897	-0.043995	-0.044487	-0.039496	-0.016991
0.178362	0.190880	0.076834	0.195861	0.136311	0.022922	0.139530	0.194002	0.264820	0.328979	0.435591	0.475020	0.568701	0.415381	0.401858	0.407881	0.139626	0.100956	0.226479	0.467821	0.448805	0.382526	0.078192	0.110154	0.267228	0.261477	0.133451	-0.243375	-0.592099	0.085092	0.418430	0.225417	0.186894	0.195822	0.318086	0.269908	0.069262	0.229707	0.327846	0.307191	0.292020	0.256475	0.229807	0.380894	0.684036	0.610283	0.254344	0.186464	0.238298	0.136027	0.243481	0.331988	0.152029	0.200198	0.351868	0.280759	0.431531	0.530282	0.448974	0.479658	0.606354	0.578383	0.567803	0.714145	0.278986	0.246689	0.123473	0.136079	0.233225	0.257784	0.289980	0.330418	0.425395	0.446123	0.341312	0.331134	0.448873	0.500042	0.509388	0.544779	0.124747	-0.068917	0.047520	0.109256	0.090597	0.137499	0.141708	0.128375	0.158100	0.223286	0.234653	0.262886	0.391443	0.408140	0.455507	0.505298	0.136679	0.144605	0.074498	0.127397	0.071604	0.013548	0.042403	0.114754	0.193588	0.227800	0.207035	0.178103	0.220325	0.332975	0.443606	0.410904	0.070013	0.163359	0.042956	0.104590	0.080723	0.093260	0.098065	0.120877	0.069201	0.067622	0.126812	0.164922	0.241121	0.321759	0.381838	0.311406	0.063434	-0.016426	0.093320	0.180285	0.124311	0.126038	0.089423	0.096060	0.120927	0.178847	0.192004	0.167139	0.192472	0.245301	0.332968	0.311108	0.214050	0.113011	0.153288	0.117997	0.114446	0.122746	0.158634	0.204145	0.149649	0.149240	0.164529	0.164119	0.239449	0.266809	0.295533	0.294537	0.174841	0.084344	0.188882	0.172189	0.127277	0.136574	0.140876	0.140327	0.118291	0.108633	0.086186	0.077462	0.153239	0.210615	0.271424	0.277666	0.126143	0.100246	0.207820	0.017731	0.107651	0.127468	0.110762	0.134538	0.107603	0.105794	0.131120	0.111121	0.190437	0.196947	0.224784	0.142578	0.214830	0.250296	0.181004	0.112019	0.119527	0.122761	0.123676	0.053102
0.244451	0.254657	0.380158	0.381330	0.272000	0.257380	0.210673	0.309471	0.265978	0.228518	0.365343	0.402805	0.345798	0.366517	0.436327	0.329270	0.466159	0.280506	0.285553	0.375114	0.314876	0.411287	0.178832	0.268048	0.315160	0.201687	0.225798	0.204603	-0.235162	0.260873	0.314712	0.017781	0.278465	0.274717	0.217005	0.064495	0.135214	0.272952	0.362796	0.117104	0.051743	0.267674	0.263557	0.216598	0.418124	0.418730	0.099493	0.172239	0.253351	0.342016	0.338872	0.239694	0.170900	0.261898	0.494206	0.440335	0.417582	0.528403	0.424832	0.354711	0.520919	0.538443	0.570579	0.637247	0.442074	0.483850	0.357667	0.329428	0.482379	0.447578	0.412564	0.437835	0.437253	0.429680	0.340251	0.331289	0.441256	0.418890	0.512489	0.497149	0.405691	0.446907	0.375379	0.294934	0.365888	0.381437	0.412372	0.323042	0.270715	0.283289	0.317686	0.282367	0.321525	0.351705	0.399767	0.441823	0.456254	0.432963	0.405022	0.375502	0.284918	0.248869	0.221142	0.306721	0.286065	0.302679	0.309004	0.207952	0.206806	0.248994	0.394064	0.388109	0.459921	0.345694	0.400453	0.308260	0.270511	0.306105	0.301486	0.295152	0.261136	0.195484	0.219658	0.198322	0.286326	0.307072	0.363537	0.331150	0.344002	0.236811	0.309704	0.265254	0.290097	0.278066	0.294768	0.330248	0.330676	0.339176	0.297810	0.245888	0.249028	0.276239	0.267668	0.254551	0.392176	0.207449	0.249427	0.141950	0.335494	0.360638	0.318448	0.365635	0.299719	0.308752	0.285607	0.257126	0.357063	0.346231	0.257116	0.215636	0.323929	0.287594	0.298473	0.238430	0.308504	0.340313	0.405825	0.392748	0.307899	0.288757	0.246826	0.229277	0.308736	0.332921	0.264298	0.232234	0.376300	0.248233	0.357500	0.280268	0.348274	0.326331	0.364439	0.400493	0.365440	0.366923	0.352207	0.323154	0.292165	0.279852	0.169364	0.146338	0.255293	0.198502	0.305507	0.319210	0.419320	0.391705	0.444071	0.327209
0.129917	-0.129010	-0.211155	-0.067418	-0.028811	-0.028882	-0.076623	-0.088319	-0.146934	-0.242385	-0.153686	-0.228062	-0.319874	-0.352266	-0.193908	-0.111046	0.011804	-0.135770	-0.249705	-0.054894	-0.121339	-0.304746	-0.202232	-0.148317	-0.140873	-0.016479	0.147771	0.807379	0.882633	0.189425	-0.626178	-0.483132	-0.059391	0.027761	0.162417	0.552061	0.288960	-0.369522	-0.402732	0.088019	0.331811	-0.074088	-0.247377	-0.173277	-0.347372	-0.324153	-0.128558	-0.004920	-0.305870	-0.435339	-0.273856	-0.101986	-0.110849	-0.099123	-0.202666	-0.341979	-0.304829	-0.105230	0.018243	-0.208404	-0.419500	-0.249617	-0.297862	-0.255383	-0.190396	-0.095637	-0.260225	-0.377796	-0.219339	-0.124604	-0.142465	-0.132812	-0.109036	-0.211144	-0.254782	-0.130250	-0.049276	-0.093062	-0.145773	-0.092007	-0.225007	-0.291378	-0.103013	-0.007244	-0.060559	-0.188206	-0.131524	-0.089448	-0.138141	-0.135518	0.004677	-0.051399	-0.260774	-0.121679	-0.068181	0.065594	-0.016835	-0.209454	-0.228028	-0.292355	-0.070941	0.069928	0.007922	-0.111194	-0.149257	-0.064280	0.035116	0.114438	0.073703	-0.040292	-0.119823	-0.138518	-0.010317	-0.036835	-0.067430	-0.085052	-0.112610	-0.072031	0.029243	0.081091	0.060607	-0.015081	-0.030923	-0.029659	0.073292	0.129145	0.095483	0.037687	-0.059682	-0.084964	0.036652	0.074309	0.049752	-0.017426	-0.076424	-0.029428	0.059932	0.137604	0.133924	0.099314	0.079040	0.087365	0.073420	0.048366	-0.004473	0.068277	-0.031336	-0.033330	-0.008319	0.052493	-0.001140	-0.024112	-0.035952	-0.030120	0.041200	0.050164	0.058091	0.095256	0.051432	0.006971	-0.020349	-0.018287	0.000842	0.015179	-0.023405	-0.028463	-0.068790	0.014012	0.064081	0.052133	0.057804	0.019727	-0.016561	0.036671	0.010643	0.070753	0.019714	-0.056500	-0.009347	0.005976	-0.008651	-0.063371	-0.058421	-0.052193	-0.014198	0.055798	-0.004945	0.017850	0.009369	0.003457	-0.055401	0.028083	-0.000019	0.019525	0.061725	0.063717	-0.049124	-0.050772	-0.071766	-0.006398
0.048411	-0.071994	-0.155884	-0.094626	-0.119558	-0.097762	-0.166068	-0.155114	-0.175174	-0.236458	-0.245630	-0.373209	-0.452411	-0.428339	-0.075515	-0.087439	-0.106547	-0.310434	-0.259473	-0.083609	-0.197820	-0.348837	-0.253529	-0.157579	-0.279631	-0.204313	0.016281	0.863696	0.922037	-0.079124	-0.768836	-0.663175	-0.051475	-0.143290	0.009107	0.359469	0.075741	-0.464448	-0.514242	-0.008363	0.147577	-0.153100	-0.373103	-0.366690	-0.512382	-0.410194	-0.141258	-0.122906	-0.378707	-0.487255	-0.324089	-0.157273	-0.298448	-0.303471	-0.341295	-0.336915	-0.398697	-0.324145	-0.144452	-0.289130	-0.444786	-0.326117	-0.316196	-0.362119	-0.333683	-0.309984	-0.409571	-0.421617	-0.344208	-0.226441	-0.146286	-0.163274	-0.197255	-0.259012	-0.289592	-0.153675	-0.058727	-0.089164	-0.269380	-0.241764	-0.469311	-0.447133	-0.251245	-0.125981	-0.213932	-0.144778	-0.168148	-0.099381	-0.127847	-0.094299	-0.030952	-0.197313	-0.282571	-0.077702	-0.071703	-0.006933	-0.335957	-0.358989	-0.323415	-0.346670	-0.212220	-0.069246	-0.052908	-0.168974	-0.164544	-0.020949	0.058621	0.132021	0.001246	-0.196069	-0.202874	-0.123795	-0.235578	-0.166380	-0.246018	-0.196974	-0.172381	-0.125396	-0.062492	0.008282	0.044337	-0.070379	-0.148911	-0.167906	-0.022315	0.087392	0.124939	0.103120	-0.198012	-0.122244	-0.068375	0.032753	0.058487	0.010693	-0.079560	-0.064364	-0.073241	-0.053919	-0.020260	-0.063884	-0.050228	-0.055217	-0.085808	-0.056428	-0.045571	-0.114972	-0.180001	-0.123699	-0.027336	-0.008057	0.027393	-0.060046	-0.127276	-0.104132	-0.172569	-0.151560	-0.007785	-0.050905	-0.096632	-0.087877	-0.163900	-0.148513	-0.103561	0.052658	-0.091454	-0.163982	-0.120586	-0.131523	-0.075529	-0.166764	-0.252410	-0.280514	-0.249758	-0.120474	-0.077334	-0.156123	-0.206377	-0.365443	-0.200107	-0.004494	-0.061137	-0.116369	-0.125121	-0.188339	-0.292851	-0.157784	-0.186618	-0.208448	-0.273709	-0.232144	-0.137815	-0.249122	-0.207020	-0.303523	-0.273908	-0.131013	-0.139324	-0.027530	-0.045875	-0.031666
0.271978	0.366506	0.368218	0.336153	0.273767	0.281674	0.369201	0.518734	0.417716	0.365966	0.478305	0.363181	0.445807	0.412104	0.418204	0.365159	0.495637	0.375995	0.512266	0.476970	0.254410	0.409243	0.232848	0.509352	0.599458	0.397473	0.096259	-0.294717	-0.615241	-0.062817	0.489139	0.440307	0.451763	0.279398	0.159022	-0.229576	0.165699	0.650440	0.632876	0.213335	0.086427	0.465612	0.529582	0.638806	0.830631	0.675454	0.171303	0.393034	0.667454	0.747957	0.583760	0.685208	0.728609	0.781459	0.866874	0.859367	0.844776	0.882923	0.835652	0.772395	0.829155	0.800460	0.757629	0.799121	0.690216	0.736190	0.755684	0.735093	0.792216	0.790367	0.757326	0.779753	0.796622	0.797299	0.771172	0.692001	0.699760	0.678091	0.694667	0.722047	0.631546	0.603408	0.611987	0.592712	0.693239	0.714907	0.743680	0.683497	0.650440	0.653695	0.645535	0.674346	0.681492	0.696786	0.671865	0.700803	0.637490	0.550012	0.641361	0.599281	0.523872	0.469415	0.443873	0.550107	0.635348	0.616182	0.613842	0.589550	0.615536	0.656029	0.679219	0.698761	0.570723	0.506464	0.534460	0.453853	0.479181	0.476385	0.491578	0.493491	0.541951	0.541704	0.544033	0.583769	0.583533	0.633054	0.631044	0.642785	0.437982	0.465680	0.468456	0.383938	0.450492	0.394293	0.399319	0.486177	0.495336	0.531766	0.547381	0.598418	0.626511	0.646892	0.641092	0.634480	0.462343	0.451880	0.439083	0.422338	0.453751	0.461291	0.449991	0.490595	0.464426	0.500942	0.512809	0.555904	0.601036	0.587935	0.571727	0.606925	0.411265	0.456227	0.438376	0.483011	0.526153	0.538567	0.535920	0.512724	0.454750	0.490198	0.469874	0.474837	0.557025	0.501449	0.542731	0.576589	0.485003	0.493558	0.455282	0.478970	0.534550	0.521741	0.515276	0.496406	0.403302	0.416248	0.451807	0.468101	0.527463	0.524279	0.495856	0.511416	0.502568	0.545112	0.530812	0.600427	0.568985	0.490371	0.486923	0.412510
0.104218	-0.125139	-0.184439	-0.031338	0.060526	0.013537	0.004625	-0.167715	-0.223025	-0.180375	-0.185491	-0.379294	-0.456689	-0.319278	0.050235	-0.007097	0.033297	-0.198848	-0.233491	-0.109008	-0.216965	-0.321358	-0.116163	-0.154312	-0.332204	-0.093111	0.335372	0.960573	0.969103	0.222115	-0.698450	-0.553749	-0.177025	-0.011690	0.182602	0.544435	0.284359	-0.486654	-0.518070	0.194322	0.395364	-0.240964	-0.355662	-0.287429	-0.528718	-0.440753	-0.099092	-0.031552	-0.356698	-0.443066	-0.325006	-0.109129	-0.138211	-0.095270	-0.321633	-0.493488	-0.517299	-0.158127	0.004946	-0.219353	-0.517060	-0.378437	-0.405430	-0.365145	-0.334608	-0.306515	-0.360648	-0.363100	-0.332632	-0.081132	-0.078732	-0.153028	-0.197513	-0.302165	-0.390995	-0.270799	-0.150392	-0.179053	-0.152968	-0.247512	-0.544907	-0.476840	-0.267462	-0.015320	-0.095311	-0.184487	-0.180309	-0.172036	-0.222232	-0.123688	-0.101503	-0.152087	-0.352087	-0.208662	-0.160254	-0.016962	-0.208889	-0.366105	-0.385916	-0.269136	-0.090583	0.111538	-0.055014	-0.145090	-0.218908	-0.187366	0.003243	0.111875	0.048827	-0.079274	-0.129332	-0.176532	-0.130942	-0.074395	-0.166333	-0.133796	-0.215289	-0.137213	-0.018895	0.083040	0.074086	-0.093999	-0.148359	-0.078645	-0.029052	0.042698	0.071617	-0.031700	-0.109923	-0.098723	-0.018869	0.081226	0.073642	0.040141	-0.094224	-0.052347	-0.010831	0.039075	0.094109	0.044817	-0.048541	-0.041985	-0.010828	0.048300	0.042196	-0.074821	-0.129832	-0.018464	-0.004544	0.039534	0.031223	0.029036	-0.010718	-0.033853	0.020067	0.028339	0.045892	-0.022697	-0.096311	-0.134076	-0.071836	-0.012344	-0.006112	-0.038116	0.041557	-0.043460	-0.124138	-0.014095	0.033276	0.036397	0.002697	-0.045893	-0.046712	-0.009816	-0.056502	-0.045855	-0.174876	-0.225525	-0.073462	-0.055221	0.049781	0.045639	0.040680	0.035250	0.023520	0.017278	0.022488	-0.030460	-0.067755	-0.134285	-0.100874	-0.076351	-0.044536	-0.039753	-0.003668	-0.117719	-0.147521	-0.086616	0.003671	0.068069
0.154683	-0.091974	-0.116067	0.018364	-0.060539	-0.102631	-0.178725	-0.086767	-0.230732	-0.360633	-0.271673	-0.373616	-0.360428	-0.252968	-0.056138	-0.060191	0.056006	-0.159901	-0.199083	-0.095355	-0.321748	-0.439030	-0.262616	-0.152866	-0.322953	-0.067458	0.250945	0.975406	0.985973	0.109463	-0.795774	-0.766520	-0.018640	0.105732	0.252089	0.599185	0.350235	-0.549750	-0.691291	0.096115	0.477108	-0.046412	-0.265988	-0.168130	-0.610124	-0.625487	-0.138956	-0.110392	-0.304599	-0.482506	-0.389971	-0.088284	-0.162401	-0.157729	-0.326910	-0.464992	-0.430637	-0.152162	0.098910	-0.330795	-0.597353	-0.308512	-0.374531	-0.411891	-0.258194	-0.235287	-0.420418	-0.421442	-0.300153	-0.062696	-0.169511	-0.131018	-0.187749	-0.305480	-0.378952	-0.190221	-0.086763	-0.190694	-0.210306	-0.223198	-0.236775	-0.368188	-0.247231	-0.054564	-0.158262	-0.191622	-0.148836	-0.119525	-0.084783	0.014913	-0.033039	-0.070665	-0.245634	-0.139268	-0.132447	0.049773	-0.048324	-0.237019	-0.305973	-0.180364	-0.066462	0.043577	-0.044140	-0.161058	-0.186325	-0.123174	0.014151	0.064423	0.079390	-0.083053	-0.275063	-0.149453	0.020360	0.120133	-0.042657	-0.088785	-0.186205	-0.146555	-0.020858	0.069521	-0.045962	-0.152407	-0.193892	-0.117451	0.004034	0.099496	0.083919	0.031252	-0.026530	-0.012289	0.062239	0.078166	0.107751	0.043476	-0.096867	-0.100103	-0.007066	0.052650	0.092922	0.021739	-0.054359	-0.033899	0.026604	-0.031537	0.024078	-0.016233	-0.007103	-0.044014	-0.045696	-0.016739	-0.001951	-0.034919	-0.075546	-0.036939	-0.004288	-0.033340	-0.032489	-0.016700	-0.072556	-0.085835	0.088454	-0.062810	-0.018112	-0.030774	-0.060324	-0.057098	-0.040488	-0.022666	0.017784	-0.001053	-0.047345	-0.100418	-0.075418	-0.020561	-0.033632	-0.002824	-0.003035	-0.144591	0.070057	0.030534	0.004400	-0.044139	-0.051076	-0.034499	-0.044221	-0.038423	-0.103784	-0.144364	-0.122349	-0.075673	-0.093669	-0.148722	-0.041919	-0.050193	-0.020056	-0.053816	-0.260021	-0.195336	-0.202753	-0.148638
